# of reads,# of items in equivalence class,isoforms in equivalence class
2,2,"ENST00000528154, ENST00000525840"
2,4,"ENST00000530702, ENST00000524932, ENST00000528562, ENST00000339995"
2,10,"ENST00000526757, ENST00000533225, ENST00000532734, ENST00000531093, ENST00000530580, ENST00000527510, ENST00000528196, ENST00000626808, ENST00000526126, ENST00000530438"
2,2,"ENST00000528581, ENST00000454838"
2,1,ENST00000299606
2,8,"ENST00000533542, ENST00000396604, ENST00000396597, ENST00000530463, ENST00000438144, ENST00000532577, ENST00000396602, ENST00000534265"
2,7,"ENST00000679999, ENST00000680294, ENST00000680742, ENST00000679568, ENST00000680470, ENST00000530044, ENST00000328194"
2,2,"ENST00000532909, ENST00000534207"
2,17,"ENST00000527723, ENST00000526152, ENST00000532484, ENST00000320230, ENST00000529351, ENST00000531534, ENST00000531214, ENST00000531437, ENST00000627843, ENST00000481290, ENST00000533385, ENST00000625752, ENST00000527734, ENST00000628067, ENST00000625419, ENST00000531514, ENST00000528606"
2,12,"ENST00000526757, ENST00000532734, ENST00000530580, ENST00000527510, ENST00000528196, ENST00000534127, ENST00000313726, ENST00000530593, ENST00000626808, ENST00000526057, ENST00000528527, ENST00000530438"
2,6,"ENST00000673626, ENST00000529825, ENST00000673892, ENST00000673888, ENST00000401424, ENST00000530357"
2,15,"ENST00000673834, ENST00000673626, ENST00000403482, ENST00000533520, ENST00000403510, ENST00000673817, ENST00000674108, ENST00000482049, ENST00000530357, ENST00000403290, ENST00000673888, ENST00000673892, ENST00000529388, ENST00000389707, ENST00000401424"
2,4,"ENST00000396604, ENST00000396602, ENST00000299606, ENST00000396597"
2,1,ENST00000673817
2,10,"ENST00000454838, ENST00000429789, ENST00000529539, ENST00000323578, ENST00000534207, ENST00000528581, ENST00000528521, ENST00000532909, ENST00000436108, ENST00000449825"
2,5,"ENST00000533542, ENST00000396597, ENST00000496276, ENST00000530463, ENST00000396602"
2,7,"ENST00000534544, ENST00000673626, ENST00000531665, ENST00000403510, ENST00000674108, ENST00000673892, ENST00000401424"
2,6,"ENST00000320230, ENST00000481290, ENST00000531214, ENST00000531437, ENST00000628067, ENST00000627843"
2,1,ENST00000464784
2,5,"ENST00000531450, ENST00000419822, ENST00000309737, ENST00000343202, ENST00000425599"
2,7,"ENST00000355661, ENST00000636113, ENST00000531066, ENST00000636090, ENST00000637162, ENST00000530489, ENST00000532079"
2,1,ENST00000447186
2,2,"ENST00000524550, ENST00000354286"
2,1,ENST00000526325
2,6,"ENST00000355661, ENST00000531066, ENST00000637162, ENST00000636090, ENST00000636113, ENST00000530489"
2,6,"ENST00000433655, ENST00000678991, ENST00000429746, ENST00000236671, ENST00000637815, ENST00000367196"
2,5,"ENST00000528463, ENST00000531450, ENST00000526962, ENST00000309737, ENST00000343202"
2,8,"ENST00000534544, ENST00000389707, ENST00000403510, ENST00000533520, ENST00000673817, ENST00000527998, ENST00000529388, ENST00000403290"
2,6,"ENST00000355661, ENST00000531066, ENST00000637162, ENST00000636113, ENST00000530489, ENST00000525581"
2,1,ENST00000403482
2,1,ENST00000530613
2,13,"ENST00000673626, ENST00000403482, ENST00000524392, ENST00000403510, ENST00000673817, ENST00000389707, ENST00000674108, ENST00000673868, ENST00000401424, ENST00000673892, ENST00000529388, ENST00000403290, ENST00000673888"
2,1,ENST00000534603
2,19,"ENST00000527723, ENST00000526152, ENST00000532484, ENST00000320230, ENST00000528936, ENST00000529351, ENST00000531534, ENST00000531214, ENST00000456706, ENST00000531437, ENST00000627843, ENST00000533385, ENST00000481290, ENST00000625752, ENST00000527734, ENST00000628067, ENST00000625419, ENST00000531514, ENST00000528606"
2,2,"ENST00000381036, ENST00000492252"
2,2,"ENST00000524612, ENST00000680141"
2,1,ENST00000478970
2,11,"ENST00000454838, ENST00000429789, ENST00000323578, ENST00000531859, ENST00000528426, ENST00000528581, ENST00000533056, ENST00000533059, ENST00000534254, ENST00000436108, ENST00000449825"
2,15,"ENST00000414370, ENST00000533542, ENST00000396604, ENST00000526657, ENST00000299606, ENST00000396597, ENST00000417726, ENST00000496276, ENST00000530463, ENST00000412390, ENST00000438144, ENST00000532577, ENST00000396602, ENST00000531943, ENST00000534265"
2,1,ENST00000533068
2,17,"ENST00000675281, ENST00000689128, ENST00000693212, ENST00000687300, ENST00000689940, ENST00000693022, ENST00000692068, ENST00000676387, ENST00000687256, ENST00000689258, ENST00000688206, ENST00000676324, ENST00000690806, ENST00000692716, ENST00000693201, ENST00000686079, ENST00000256190"
2,1,ENST00000532256
2,9,"ENST00000646065, ENST00000524685, ENST00000683283, ENST00000525119, ENST00000256194, ENST00000528931, ENST00000527546, ENST00000533389, ENST00000675839"
2,10,"ENST00000650027, ENST00000527790, ENST00000299492, ENST00000528883, ENST00000524548, ENST00000684123, ENST00000525597, ENST00000684215, ENST00000533792, ENST00000529575"
2,1,ENST00000686079
2,19,"ENST00000675281, ENST00000689128, ENST00000693212, ENST00000687300, ENST00000689940, ENST00000693022, ENST00000692068, ENST00000676387, ENST00000533770, ENST00000687256, ENST00000687210, ENST00000689258, ENST00000688206, ENST00000676324, ENST00000690806, ENST00000692716, ENST00000693201, ENST00000686079, ENST00000256190"
2,2,"ENST00000527546, ENST00000256194"
2,18,"ENST00000675281, ENST00000689128, ENST00000688739, ENST00000693212, ENST00000687300, ENST00000689940, ENST00000693022, ENST00000692068, ENST00000676387, ENST00000687256, ENST00000689258, ENST00000688206, ENST00000676324, ENST00000690806, ENST00000692716, ENST00000693201, ENST00000686079, ENST00000256190"
2,1,ENST00000528931
2,2,"ENST00000693201, ENST00000688206"
2,6,"ENST00000533803, ENST00000525077, ENST00000527089, ENST00000450448, ENST00000530183, ENST00000528542"
2,3,"ENST00000535484, ENST00000320750, ENST00000543987"
2,1,ENST00000692068
2,5,"ENST00000323688, ENST00000533773, ENST00000530527, ENST00000646648, ENST00000529010"
2,2,"ENST00000309357, ENST00000299576"
2,11,"ENST00000675281, ENST00000676387, ENST00000689128, ENST00000533770, ENST00000687210, ENST00000689258, ENST00000688344, ENST00000676324, ENST00000689940, ENST00000692716, ENST00000256190"
2,2,"ENST00000620009, ENST00000527884"
2,3,"ENST00000349880, ENST00000533917, ENST00000360655"
2,1,ENST00000529313
2,1,ENST00000530823
2,1,ENST00000533645
2,1,ENST00000534234
2,4,"ENST00000524748, ENST00000530726, ENST00000397420, ENST00000322008"
2,1,ENST00000524748
2,4,"ENST00000527546, ENST00000646065, ENST00000256194, ENST00000683283"
2,2,"ENST00000528992, ENST00000339994"
2,1,ENST00000693181
2,8,"ENST00000529810, ENST00000322008, ENST00000397421, ENST00000530726, ENST00000524748, ENST00000527341, ENST00000528011, ENST00000397420"
2,4,"ENST00000629634, ENST00000530360, ENST00000320230, ENST00000625752"
2,3,"ENST00000530702, ENST00000524932, ENST00000339995"
2,1,ENST00000329773
2,4,"ENST00000541984, ENST00000396197, ENST00000396196, ENST00000543987"
2,1,ENST00000530181
2,2,"ENST00000533233, ENST00000630083"
2,3,"ENST00000688963, ENST00000448903, ENST00000332231"
2,2,"ENST00000531096, ENST00000533558"
2,1,ENST00000526492
2,1,ENST00000530136
2,1,ENST00000435795
2,1,ENST00000690068
2,1,ENST00000280706
2,2,"ENST00000435795, ENST00000380992"
2,1,ENST00000528655
2,2,"ENST00000527494, ENST00000528200"
2,10,"ENST00000396604, ENST00000299606, ENST00000526657, ENST00000530463, ENST00000412390, ENST00000438144, ENST00000532577, ENST00000396602, ENST00000531943, ENST00000534265"
2,1,ENST00000541669
2,4,"ENST00000332231, ENST00000448903, ENST00000688963, ENST00000528195"
2,1,ENST00000687329
2,3,"ENST00000527494, ENST00000528200, ENST00000532265"
2,2,"ENST00000528655, ENST00000528544"
2,1,ENST00000534686
2,1,ENST00000524952
2,1,ENST00000528117
2,1,ENST00000646065
2,2,"ENST00000256196, ENST00000537760"
2,3,"ENST00000529313, ENST00000530964, ENST00000533738"
2,4,"ENST00000683307, ENST00000692634, ENST00000690068, ENST00000382409"
2,2,"ENST00000437110, ENST00000435795"
2,2,"ENST00000397421, ENST00000529810"
2,6,"ENST00000686001, ENST00000690068, ENST00000683307, ENST00000692634, ENST00000382409, ENST00000687329"
2,1,ENST00000527089
2,1,ENST00000527896
2,2,"ENST00000530726, ENST00000322008"
2,6,"ENST00000526828, ENST00000533225, ENST00000526126, ENST00000527392, ENST00000525169, ENST00000530959"
2,6,"ENST00000685854, ENST00000690068, ENST00000683307, ENST00000692634, ENST00000382409, ENST00000527170"
2,1,ENST00000397408
2,3,"ENST00000439561, ENST00000249923, ENST00000529866"
1,3,"ENST00000528218, ENST00000618467, ENST00000438262"
1,1,ENST00000329293
1,15,"ENST00000673834, ENST00000673626, ENST00000533520, ENST00000403510, ENST00000529825, ENST00000674108, ENST00000673817, ENST00000482049, ENST00000530357, ENST00000403290, ENST00000673888, ENST00000673892, ENST00000529388, ENST00000389707, ENST00000401424"
1,9,"ENST00000525502, ENST00000429541, ENST00000354599, ENST00000620374, ENST00000532539, ENST00000343338, ENST00000399602, ENST00000526601, ENST00000533036"
1,5,"ENST00000429541, ENST00000620374, ENST00000343338, ENST00000532539, ENST00000533036"
1,7,"ENST00000681203, ENST00000680294, ENST00000680742, ENST00000679568, ENST00000526707, ENST00000680470, ENST00000328194"
1,2,"ENST00000354852, ENST00000380097"
1,1,ENST00000526600
1,4,"ENST00000526600, ENST00000527575, ENST00000527636, ENST00000334310"
1,4,"ENST00000680554, ENST00000681158, ENST00000680742, ENST00000528725"
1,1,ENST00000278302
1,1,ENST00000680699
1,2,"ENST00000328221, ENST00000528780"
1,2,"ENST00000415148, ENST00000428726"
1,8,"ENST00000646065, ENST00000524685, ENST00000683283, ENST00000525119, ENST00000256194, ENST00000528931, ENST00000527546, ENST00000675839"
1,10,"ENST00000646065, ENST00000524685, ENST00000532179, ENST00000683283, ENST00000525119, ENST00000256194, ENST00000528931, ENST00000527546, ENST00000533389, ENST00000675839"
1,4,"ENST00000415148, ENST00000525211, ENST00000531110, ENST00000428726"
1,2,"ENST00000380107, ENST00000278302"
1,7,"ENST00000528218, ENST00000618467, ENST00000532539, ENST00000438262, ENST00000525313, ENST00000528796, ENST00000533036"
1,2,"ENST00000526501, ENST00000530643"
1,1,ENST00000425490
1,1,ENST00000681840
1,1,ENST00000678991
1,1,ENST00000637915
1,1,ENST00000532701
1,1,ENST00000681184
1,2,"ENST00000534778, ENST00000329962"
1,2,"ENST00000397421, ENST00000322008"
1,1,ENST00000530820
1,1,ENST00000636571
1,5,"ENST00000341958, ENST00000381968, ENST00000381978, ENST00000417052, ENST00000430303"
1,2,"ENST00000526717, ENST00000256196"
1,1,ENST00000257831
1,1,ENST00000526395
1,1,ENST00000528410
1,1,ENST00000438262
1,4,"ENST00000431843, ENST00000528209, ENST00000528058, ENST00000530494"
1,9,"ENST00000531807, ENST00000537760, ENST00000526717, ENST00000529237, ENST00000532950, ENST00000414023, ENST00000531421, ENST00000256196, ENST00000534746"
1,2,"ENST00000257818, ENST00000395833"
1,1,ENST00000528830
1,2,"ENST00000525780, ENST00000326053"
1,1,ENST00000448981
1,6,"ENST00000532927, ENST00000265651, ENST00000448981, ENST00000534136, ENST00000529137, ENST00000530401"
1,3,"ENST00000525108, ENST00000529708, ENST00000528120"
1,2,"ENST00000681304, ENST00000681840"
1,5,"ENST00000673626, ENST00000403510, ENST00000674108, ENST00000673892, ENST00000401424"
1,2,"ENST00000250699, ENST00000533346"
1,12,"ENST00000673834, ENST00000673626, ENST00000389707, ENST00000403510, ENST00000673817, ENST00000529825, ENST00000674108, ENST00000530357, ENST00000401424, ENST00000673892, ENST00000529388, ENST00000403290"
1,9,"ENST00000528218, ENST00000529228, ENST00000620374, ENST00000525313, ENST00000005082, ENST00000534569, ENST00000399602, ENST00000526601, ENST00000533036"
1,1,ENST00000673834
1,7,"ENST00000673626, ENST00000529825, ENST00000673892, ENST00000673888, ENST00000401424, ENST00000530357, ENST00000482049"
1,9,"ENST00000673834, ENST00000673626, ENST00000529825, ENST00000674108, ENST00000530357, ENST00000673888, ENST00000673892, ENST00000401424, ENST00000482049"
1,2,"ENST00000680209, ENST00000680696"
1,14,"ENST00000673834, ENST00000403482, ENST00000673626, ENST00000403510, ENST00000673817, ENST00000389707, ENST00000674108, ENST00000530357, ENST00000401424, ENST00000673892, ENST00000529388, ENST00000403290, ENST00000673888, ENST00000482049"
1,8,"ENST00000673834, ENST00000673626, ENST00000529825, ENST00000530357, ENST00000673888, ENST00000673892, ENST00000401424, ENST00000482049"
1,1,ENST00000673868
1,5,"ENST00000533262, ENST00000227868, ENST00000533550, ENST00000430469, ENST00000448838"
1,1,ENST00000227868
1,4,"ENST00000525108, ENST00000529708, ENST00000528120, ENST00000527102"
1,1,ENST00000682968
1,3,"ENST00000448838, ENST00000533550, ENST00000227868"
1,1,ENST00000278174
1,1,ENST00000530907
1,1,ENST00000525313
1,12,"ENST00000636571, ENST00000637915, ENST00000433655, ENST00000678991, ENST00000637387, ENST00000236671, ENST00000637815, ENST00000636615, ENST00000636397, ENST00000438213, ENST00000636843, ENST00000367196"
1,2,"ENST00000525108, ENST00000528120"
1,11,"ENST00000399808, ENST00000602735, ENST00000680622, ENST00000681198, ENST00000531688, ENST00000681748, ENST00000680720, ENST00000526811, ENST00000680209, ENST00000679382, ENST00000679792"
1,1,ENST00000528218
1,7,"ENST00000399808, ENST00000681198, ENST00000531688, ENST00000681748, ENST00000680209, ENST00000679382, ENST00000680622"
1,3,"ENST00000680299, ENST00000681702, ENST00000680588"
1,1,ENST00000531416
1,4,"ENST00000646065, ENST00000256194, ENST00000683283, ENST00000675839"
1,9,"ENST00000525403, ENST00000528656, ENST00000532919, ENST00000616714, ENST00000300737, ENST00000525055, ENST00000527651, ENST00000526596, ENST00000532610"
1,10,"ENST00000469307, ENST00000496834, ENST00000300730, ENST00000464906, ENST00000464261, ENST00000396986, ENST00000278243, ENST00000459679, ENST00000493547, ENST00000463452"
1,6,"ENST00000477358, ENST00000459679, ENST00000300730, ENST00000464906, ENST00000464261, ENST00000396986"
1,1,ENST00000621226
1,1,ENST00000397013
1,2,"ENST00000317204, ENST00000527886"
1,4,"ENST00000693238, ENST00000448903, ENST00000687890, ENST00000687792"
1,9,"ENST00000525403, ENST00000532990, ENST00000528656, ENST00000532919, ENST00000616714, ENST00000300737, ENST00000525055, ENST00000527651, ENST00000526596"
1,2,"ENST00000317204, ENST00000263646"
1,3,"ENST00000616714, ENST00000300737, ENST00000533977"
1,6,"ENST00000527938, ENST00000530541, ENST00000527886, ENST00000525159, ENST00000317204, ENST00000263646"
1,5,"ENST00000528710, ENST00000533606, ENST00000308219, ENST00000544817, ENST00000528841"
1,10,"ENST00000528710, ENST00000382179, ENST00000531197, ENST00000308219, ENST00000526678, ENST00000528841, ENST00000529951, ENST00000529433, ENST00000533606, ENST00000544817"
1,1,ENST00000396553
1,1,ENST00000525690
1,1,ENST00000529744
1,7,"ENST00000524564, ENST00000530067, ENST00000529055, ENST00000532956, ENST00000532837, ENST00000382743, ENST00000525319"
1,8,"ENST00000524564, ENST00000530067, ENST00000525319, ENST00000529937, ENST00000529055, ENST00000532956, ENST00000532837, ENST00000382743"
1,8,"ENST00000524564, ENST00000529382, ENST00000525319, ENST00000526854, ENST00000529055, ENST00000532956, ENST00000532837, ENST00000382743"
1,1,ENST00000532956
1,1,ENST00000526854
1,4,"ENST00000382123, ENST00000340134, ENST00000636615, ENST00000636397"
1,3,"ENST00000340134, ENST00000636615, ENST00000382123"
1,1,ENST00000530554
1,3,"ENST00000558540, ENST00000424001, ENST00000531107"
1,1,ENST00000397004
1,1,ENST00000529063
1,3,"ENST00000396991, ENST00000278243, ENST00000528216"
1,6,"ENST00000396986, ENST00000396991, ENST00000532523, ENST00000300730, ENST00000278243, ENST00000528216"
1,4,"ENST00000250699, ENST00000526599, ENST00000533346, ENST00000534359"
1,8,"ENST00000396993, ENST00000532523, ENST00000496834, ENST00000300730, ENST00000396986, ENST00000278243, ENST00000396991, ENST00000528216"
1,14,"ENST00000675281, ENST00000676387, ENST00000689128, ENST00000689674, ENST00000689258, ENST00000688344, ENST00000676324, ENST00000690003, ENST00000530741, ENST00000689940, ENST00000693181, ENST00000692716, ENST00000256190, ENST00000689597"
1,12,"ENST00000675281, ENST00000676387, ENST00000689128, ENST00000689258, ENST00000688344, ENST00000690944, ENST00000676324, ENST00000530741, ENST00000689940, ENST00000692716, ENST00000256190, ENST00000689597"
1,5,"ENST00000689940, ENST00000692716, ENST00000256190, ENST00000690944, ENST00000688344"
1,10,"ENST00000675281, ENST00000676387, ENST00000689128, ENST00000689342, ENST00000688344, ENST00000690944, ENST00000676324, ENST00000689940, ENST00000692716, ENST00000256190"
1,17,"ENST00000675281, ENST00000689128, ENST00000689674, ENST00000688344, ENST00000690234, ENST00000690003, ENST00000530741, ENST00000689940, ENST00000689597, ENST00000676387, ENST00000533770, ENST00000689258, ENST00000676324, ENST00000693181, ENST00000692716, ENST00000256190, ENST00000420722"
1,1,ENST00000530741
1,1,ENST00000533540
1,2,"ENST00000693181, ENST00000420722"
1,4,"ENST00000477358, ENST00000459679, ENST00000396986, ENST00000300730"
1,2,"ENST00000325147, ENST00000410108"
1,2,"ENST00000533770, ENST00000420722"
1,17,"ENST00000675281, ENST00000688739, ENST00000693212, ENST00000687300, ENST00000689940, ENST00000693022, ENST00000692068, ENST00000676387, ENST00000687256, ENST00000689258, ENST00000688206, ENST00000676324, ENST00000690806, ENST00000692716, ENST00000693201, ENST00000686079, ENST00000256190"
1,3,"ENST00000396993, ENST00000464229, ENST00000490830"
1,2,"ENST00000530439, ENST00000524948"
1,15,"ENST00000396993, ENST00000532523, ENST00000496834, ENST00000532017, ENST00000490830, ENST00000465307, ENST00000464906, ENST00000464261, ENST00000396986, ENST00000278243, ENST00000459679, ENST00000396991, ENST00000493547, ENST00000463452, ENST00000528216"
1,3,"ENST00000459679, ENST00000464261, ENST00000490830"
1,10,"ENST00000675281, ENST00000689128, ENST00000533770, ENST00000687210, ENST00000689258, ENST00000676324, ENST00000689940, ENST00000693022, ENST00000692716, ENST00000256190"
1,16,"ENST00000675281, ENST00000689128, ENST00000688739, ENST00000693212, ENST00000687300, ENST00000689940, ENST00000693022, ENST00000676387, ENST00000533770, ENST00000687256, ENST00000687210, ENST00000688206, ENST00000676324, ENST00000692716, ENST00000686079, ENST00000256190"
1,3,"ENST00000526982, ENST00000530889, ENST00000527468"
1,1,ENST00000688206
1,1,ENST00000524559
1,2,"ENST00000465307, ENST00000489571"
1,1,ENST00000530801
1,1,ENST00000465307
1,5,"ENST00000530439, ENST00000524948, ENST00000278175, ENST00000528655, ENST00000534464"
1,1,ENST00000530170
1,1,ENST00000529068
1,4,"ENST00000340134, ENST00000636579, ENST00000636615, ENST00000382123"
1,2,"ENST00000529372, ENST00000532097"
1,3,"ENST00000690848, ENST00000380390, ENST00000300762"
1,2,"ENST00000642769, ENST00000278379"
1,6,"ENST00000454838, ENST00000429789, ENST00000323578, ENST00000534207, ENST00000528581, ENST00000449825"
1,1,ENST00000526337
1,2,"ENST00000397406, ENST00000525201"
1,10,"ENST00000278385, ENST00000415148, ENST00000433892, ENST00000533222, ENST00000528672, ENST00000525685, ENST00000531110, ENST00000527889, ENST00000428726, ENST00000526553"
1,2,"ENST00000357605, ENST00000641817"
1,2,"ENST00000526000, ENST00000527889"
1,1,ENST00000531943
1,1,ENST00000681211
1,5,"ENST00000415148, ENST00000433892, ENST00000428726, ENST00000528672, ENST00000434472"
1,1,ENST00000641817
1,4,"ENST00000528080, ENST00000524543, ENST00000527813, ENST00000533723"
1,3,"ENST00000299596, ENST00000524543, ENST00000528080"
1,5,"ENST00000352303, ENST00000431206, ENST00000525665, ENST00000529372, ENST00000532097"
1,13,"ENST00000636571, ENST00000637915, ENST00000429746, ENST00000678991, ENST00000637387, ENST00000236671, ENST00000637815, ENST00000427721, ENST00000636615, ENST00000636397, ENST00000438213, ENST00000636843, ENST00000367196"
1,2,"ENST00000299596, ENST00000611268"
1,2,"ENST00000533813, ENST00000529338"
1,3,"ENST00000646065, ENST00000256194, ENST00000683283"
1,3,"ENST00000650601, ENST00000643122, ENST00000417377"
1,8,"ENST00000642908, ENST00000380252, ENST00000380259, ENST00000444587, ENST00000336906, ENST00000647543, ENST00000632727, ENST00000330597"
1,3,"ENST00000380237, ENST00000396895, ENST00000292896"
1,1,ENST00000683283
1,1,ENST00000641930
1,1,ENST00000380184
1,4,"ENST00000527546, ENST00000256194, ENST00000683283, ENST00000675839"
1,1,ENST00000345043
1,1,ENST00000530702
1,13,"ENST00000395750, ENST00000395753, ENST00000278379, ENST00000645634, ENST00000644050, ENST00000643000, ENST00000645303, ENST00000644459, ENST00000645194, ENST00000644779, ENST00000644299, ENST00000643522, ENST00000642171"
1,26,"ENST00000643134, ENST00000644868, ENST00000646099, ENST00000642769, ENST00000646167, ENST00000278379, ENST00000644050, ENST00000644459, ENST00000647104, ENST00000531628, ENST00000644299, ENST00000643305, ENST00000646080, ENST00000395753, ENST00000642171, ENST00000395750, ENST00000643454, ENST00000643000, ENST00000645634, ENST00000647372, ENST00000642578, ENST00000645303, ENST00000644351, ENST00000645194, ENST00000644779, ENST00000643522"
1,10,"ENST00000533542, ENST00000396604, ENST00000396597, ENST00000496276, ENST00000530463, ENST00000412390, ENST00000438144, ENST00000532577, ENST00000396602, ENST00000534265"
1,9,"ENST00000429789, ENST00000323578, ENST00000531859, ENST00000528426, ENST00000528581, ENST00000525840, ENST00000533059, ENST00000534254, ENST00000436108"
1,1,ENST00000525665
1,1,ENST00000436108
1,2,"ENST00000324932, ENST00000359171"
1,3,"ENST00000526640, ENST00000529548, ENST00000534180"
1,8,"ENST00000529539, ENST00000429789, ENST00000323578, ENST00000454838, ENST00000531859, ENST00000528581, ENST00000436108, ENST00000449825"
1,1,ENST00000414370
1,1,ENST00000352303
1,1,ENST00000534750
1,4,"ENST00000324932, ENST00000532475, ENST00000650171, ENST00000359171"
1,8,"ENST00000454838, ENST00000429789, ENST00000323578, ENST00000531859, ENST00000528581, ENST00000534254, ENST00000436108, ENST00000449825"
1,3,"ENST00000300738, ENST00000533349, ENST00000533495"
1,1,ENST00000397660
1,1,ENST00000382614
1,1,ENST00000534285
1,1,ENST00000367196
1,1,ENST00000325719
1,7,"ENST00000680344, ENST00000681833, ENST00000681211, ENST00000602569, ENST00000616316, ENST00000399817, ENST00000680261"
1,6,"ENST00000680344, ENST00000681833, ENST00000681211, ENST00000616316, ENST00000399817, ENST00000680261"
1,11,"ENST00000414370, ENST00000396604, ENST00000299606, ENST00000526657, ENST00000530463, ENST00000412390, ENST00000438144, ENST00000532577, ENST00000396602, ENST00000531943, ENST00000534265"
1,1,ENST00000641896
1,6,"ENST00000533542, ENST00000396604, ENST00000299606, ENST00000396597, ENST00000530463, ENST00000396602"
1,12,"ENST00000680197, ENST00000680344, ENST00000681833, ENST00000681276, ENST00000680619, ENST00000616316, ENST00000399817, ENST00000680261, ENST00000681810, ENST00000681914, ENST00000681900, ENST00000533141"
1,5,"ENST00000680344, ENST00000681833, ENST00000602569, ENST00000399817, ENST00000680261"
1,1,ENST00000527526
1,1,ENST00000414641
1,1,ENST00000530395
1,4,"ENST00000448981, ENST00000530401, ENST00000532927, ENST00000265651"
1,1,ENST00000527199
1,8,"ENST00000620138, ENST00000380542, ENST00000526115, ENST00000532325, ENST00000448187, ENST00000455338, ENST00000528968, ENST00000531291"
1,8,"ENST00000687296, ENST00000315204, ENST00000534493, ENST00000396672, ENST00000358872, ENST00000444064, ENST00000447869, ENST00000524760"
1,6,"ENST00000528995, ENST00000526711, ENST00000396751, ENST00000299421, ENST00000532063, ENST00000526318"
1,10,"ENST00000620138, ENST00000380542, ENST00000430811, ENST00000526115, ENST00000532325, ENST00000448187, ENST00000455338, ENST00000526842, ENST00000528968, ENST00000531291"
1,6,"ENST00000526360, ENST00000431279, ENST00000315204, ENST00000447869, ENST00000457885, ENST00000687296"
1,1,ENST00000493525
1,4,"ENST00000526325, ENST00000534603, ENST00000354286, ENST00000319863"
1,2,"ENST00000526325, ENST00000528309"
1,2,"ENST00000533642, ENST00000530023"
1,4,"ENST00000533642, ENST00000532287, ENST00000278200, ENST00000530023"
1,2,"ENST00000528463, ENST00000309737"
1,2,"ENST00000530023, ENST00000648582"
1,1,ENST00000278200
1,5,"ENST00000528463, ENST00000335425, ENST00000526962, ENST00000309737, ENST00000343202"
1,6,"ENST00000354286, ENST00000319863, ENST00000465313, ENST00000526325, ENST00000528309, ENST00000397472"
1,4,"ENST00000528463, ENST00000531450, ENST00000309737, ENST00000343202"
1,5,"ENST00000524550, ENST00000534603, ENST00000319863, ENST00000526325, ENST00000354286"
1,1,ENST00000299427
1,6,"ENST00000528463, ENST00000335425, ENST00000526962, ENST00000309737, ENST00000343202, ENST00000425599"
1,1,ENST00000395949
1,1,ENST00000528070
1,1,ENST00000677121
1,3,"ENST00000526042, ENST00000465995, ENST00000527731"
1,2,"ENST00000397512, ENST00000608174"
1,1,ENST00000608174
1,7,"ENST00000531754, ENST00000644683, ENST00000644218, ENST00000299427, ENST00000528657, ENST00000644810, ENST00000643439"
1,10,"ENST00000531348, ENST00000614442, ENST00000650127, ENST00000533500, ENST00000526198, ENST00000524763, ENST00000530636, ENST00000533256, ENST00000318562, ENST00000526909"
1,5,"ENST00000684477, ENST00000444572, ENST00000406071, ENST00000597505, ENST00000303697"
1,1,ENST00000303697
1,6,"ENST00000448187, ENST00000455338, ENST00000620138, ENST00000380542, ENST00000526115, ENST00000532325"
1,9,"ENST00000526711, ENST00000396751, ENST00000526114, ENST00000527121, ENST00000526318, ENST00000537806, ENST00000299421, ENST00000532063, ENST00000420936"
1,2,"ENST00000454443, ENST00000687296"
1,6,"ENST00000531751, ENST00000531581, ENST00000532452, ENST00000300013, ENST00000529318, ENST00000524803"
1,3,"ENST00000417164, ENST00000682019, ENST00000250018"
1,1,ENST00000682019
1,5,"ENST00000639079, ENST00000639109, ENST00000638629, ENST00000640872, ENST00000638762"
1,42,"ENST00000639006, ENST00000379132, ENST00000639109, ENST00000640242, ENST00000640460, ENST00000379123, ENST00000639034, ENST00000524853, ENST00000638250, ENST00000639394, ENST00000379109, ENST00000379129, ENST00000481563, ENST00000640975, ENST00000379107, ENST00000639061, ENST00000639409, ENST00000419022, ENST00000640610, ENST00000640963, ENST00000455099, ENST00000638346, ENST00000638914, ENST00000639950, ENST00000640872, ENST00000638762, ENST00000640766, ENST00000638802, ENST00000640431, ENST00000643871, ENST00000638629, ENST00000639386, ENST00000640684, ENST00000241001, ENST00000638963, ENST00000639916, ENST00000640287, ENST00000379111, ENST00000640368, ENST00000638878, ENST00000639079, ENST00000606377"
1,19,"ENST00000527723, ENST00000526152, ENST00000532484, ENST00000320230, ENST00000528936, ENST00000529351, ENST00000531534, ENST00000531214, ENST00000456706, ENST00000627843, ENST00000533385, ENST00000625752, ENST00000527734, ENST00000629634, ENST00000628067, ENST00000529066, ENST00000625419, ENST00000531514, ENST00000528606"
1,1,ENST00000639182
1,1,ENST00000640790
1,2,"ENST00000526115, ENST00000534372"
1,19,"ENST00000638184, ENST00000640081, ENST00000638376, ENST00000639878, ENST00000638984, ENST00000350638, ENST00000640342, ENST00000638764, ENST00000639570, ENST00000474374, ENST00000640231, ENST00000640533, ENST00000638482, ENST00000640961, ENST00000395934, ENST00000379163, ENST00000638347, ENST00000638917, ENST00000640954"
1,3,"ENST00000530360, ENST00000320230, ENST00000625752"
1,3,"ENST00000639097, ENST00000638984, ENST00000640954"
1,2,"ENST00000638984, ENST00000640954"
1,7,"ENST00000431279, ENST00000454443, ENST00000315204, ENST00000447869, ENST00000396672, ENST00000457885, ENST00000687296"
